"rail_id","external_id","study","BigWigURL"
857383,"016952d0-ae1b-4467-8250-fa799e757814","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/14/tcga.base_sums.BRCA_016952d0-ae1b-4467-8250-fa799e757814.ALL.bw"
236137,"0188e5a1-2b0c-4fe3-9280-07052d964bff","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/FF/tcga.base_sums.BRCA_0188e5a1-2b0c-4fe3-9280-07052d964bff.ALL.bw"
932261,"0195b339-0a12-4163-a281-50e1eae085cf","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/CF/tcga.base_sums.BRCA_0195b339-0a12-4163-a281-50e1eae085cf.ALL.bw"
881891,"01f79f80-1d82-4b0f-9ad6-c0b611f04b73","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/73/tcga.base_sums.BRCA_01f79f80-1d82-4b0f-9ad6-c0b611f04b73.ALL.bw"
927910,"020873c7-93d7-4eea-b25f-60663417d9bb","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/BB/tcga.base_sums.BRCA_020873c7-93d7-4eea-b25f-60663417d9bb.ALL.bw"
866479,"023cb548-c867-4c61-882d-df26e12dc73b","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/3B/tcga.base_sums.BRCA_023cb548-c867-4c61-882d-df26e12dc73b.ALL.bw"
431159,"02580b63-8da8-4a9d-99b7-5747008ab42a","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/2A/tcga.base_sums.BRCA_02580b63-8da8-4a9d-99b7-5747008ab42a.ALL.bw"
854241,"0273b169-68db-41f4-907b-bdb54f064a0c","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/0C/tcga.base_sums.BRCA_0273b169-68db-41f4-907b-bdb54f064a0c.ALL.bw"
466036,"0299b03e-af72-49d9-ba5e-4620e69f6bcc","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/CC/tcga.base_sums.BRCA_0299b03e-af72-49d9-ba5e-4620e69f6bcc.ALL.bw"
853155,"02d1c342-bc77-49cc-a039-39a961521602","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/02/tcga.base_sums.BRCA_02d1c342-bc77-49cc-a039-39a961521602.ALL.bw"
54855,"0357e675-f83e-4aa6-9205-c72c0614a661","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/61/tcga.base_sums.BRCA_0357e675-f83e-4aa6-9205-c72c0614a661.ALL.bw"
426520,"03737fb6-a59c-4618-a4e5-5fc657e42900","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/00/tcga.base_sums.BRCA_03737fb6-a59c-4618-a4e5-5fc657e42900.ALL.bw"
218702,"0375efb7-6afa-416e-96fa-c9a69ad7e95d","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/5D/tcga.base_sums.BRCA_0375efb7-6afa-416e-96fa-c9a69ad7e95d.ALL.bw"
430614,"039d56da-2740-4fae-bee7-ab7f5bba8a20","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/20/tcga.base_sums.BRCA_039d56da-2740-4fae-bee7-ab7f5bba8a20.ALL.bw"
433208,"03b92f89-07b6-4306-954e-a4a52d4a113a","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/3A/tcga.base_sums.BRCA_03b92f89-07b6-4306-954e-a4a52d4a113a.ALL.bw"
445495,"03c22fb8-0643-48fb-a09a-6119f722c09a","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/9A/tcga.base_sums.BRCA_03c22fb8-0643-48fb-a09a-6119f722c09a.ALL.bw"
939175,"03ccc0be-5e48-4577-a4b3-4cd754c917e2","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/E2/tcga.base_sums.BRCA_03ccc0be-5e48-4577-a4b3-4cd754c917e2.ALL.bw"
53335,"03e71bd3-8fc7-4f34-96e7-b0e3a9ac4b05","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/05/tcga.base_sums.BRCA_03e71bd3-8fc7-4f34-96e7-b0e3a9ac4b05.ALL.bw"
857275,"049dd36f-6e0f-4693-a8fa-5f4042156612","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/12/tcga.base_sums.BRCA_049dd36f-6e0f-4693-a8fa-5f4042156612.ALL.bw"
866409,"04a48065-ea14-4c82-82df-b7784d70193a","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/3A/tcga.base_sums.BRCA_04a48065-ea14-4c82-82df-b7784d70193a.ALL.bw"
877926,"04bad3d4-22f8-463e-a191-77901eb17f65","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/65/tcga.base_sums.BRCA_04bad3d4-22f8-463e-a191-77901eb17f65.ALL.bw"
443058,"04c60003-5d6d-45ea-957c-e54aacac7485","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/85/tcga.base_sums.BRCA_04c60003-5d6d-45ea-957c-e54aacac7485.ALL.bw"
870636,"04d86cf5-1b75-440b-9dc1-9b5bb2471c4c","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/4C/tcga.base_sums.BRCA_04d86cf5-1b75-440b-9dc1-9b5bb2471c4c.ALL.bw"
53382,"05127463-a69a-42b3-9635-575a08eb980a","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/0A/tcga.base_sums.BRCA_05127463-a69a-42b3-9635-575a08eb980a.ALL.bw"
107829,"052f5358-94f2-44f2-b52b-a79068eb032f","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/2F/tcga.base_sums.BRCA_052f5358-94f2-44f2-b52b-a79068eb032f.ALL.bw"
432927,"05360705-c0c6-43e1-82f1-db17a4f49038","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/38/tcga.base_sums.BRCA_05360705-c0c6-43e1-82f1-db17a4f49038.ALL.bw"
445041,"054b5cea-03f3-4747-90bc-12cfbb359393","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/93/tcga.base_sums.BRCA_054b5cea-03f3-4747-90bc-12cfbb359393.ALL.bw"
470067,"05cd67df-cfb3-40d8-a787-3d09886291ea","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/EA/tcga.base_sums.BRCA_05cd67df-cfb3-40d8-a787-3d09886291ea.ALL.bw"
882992,"06820399-3529-412f-b3a7-6714c9dd5f7d","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/7D/tcga.base_sums.BRCA_06820399-3529-412f-b3a7-6714c9dd5f7d.ALL.bw"
470234,"06a9d232-2bb6-4191-a664-5b8afbda25ef","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/EF/tcga.base_sums.BRCA_06a9d232-2bb6-4191-a664-5b8afbda25ef.ALL.bw"
432798,"06b39bb2-3381-4452-8000-ecaae10c1734","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/34/tcga.base_sums.BRCA_06b39bb2-3381-4452-8000-ecaae10c1734.ALL.bw"
944356,"06ccfd0f-7fb8-471e-b823-c7876582d6fc","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/FC/tcga.base_sums.BRCA_06ccfd0f-7fb8-471e-b823-c7876582d6fc.ALL.bw"
440848,"06ec98c4-892c-48b3-9421-a24c33c51c70","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/70/tcga.base_sums.BRCA_06ec98c4-892c-48b3-9421-a24c33c51c70.ALL.bw"
235032,"0725ed55-cac6-48c4-a632-e5147720e7ea","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/EA/tcga.base_sums.BRCA_0725ed55-cac6-48c4-a632-e5147720e7ea.ALL.bw"
427154,"072bac5f-4e09-4831-9c32-f42b94c4b30d","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/0D/tcga.base_sums.BRCA_072bac5f-4e09-4831-9c32-f42b94c4b30d.ALL.bw"
467706,"073c074d-a9df-4547-9bfa-1f46c27650d7","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/D7/tcga.base_sums.BRCA_073c074d-a9df-4547-9bfa-1f46c27650d7.ALL.bw"
444979,"0776889f-4558-45a5-ae1c-3d8f23cf4b91","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/91/tcga.base_sums.BRCA_0776889f-4558-45a5-ae1c-3d8f23cf4b91.ALL.bw"
27682,"0783ff5e-f78d-49ac-8f8e-fc27c3673f81","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/81/tcga.base_sums.BRCA_0783ff5e-f78d-49ac-8f8e-fc27c3673f81.ALL.bw"
445594,"079eaca1-0319-4b54-b20b-673f4576c69d","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/9D/tcga.base_sums.BRCA_079eaca1-0319-4b54-b20b-673f4576c69d.ALL.bw"
434770,"07b99b18-192f-40a4-86b4-219eee164d42","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/42/tcga.base_sums.BRCA_07b99b18-192f-40a4-86b4-219eee164d42.ALL.bw"
874664,"08231a66-dd8e-40b0-9aec-850ad057735b","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/5B/tcga.base_sums.BRCA_08231a66-dd8e-40b0-9aec-850ad057735b.ALL.bw"
465713,"089285f7-560e-4952-8c71-8f0f01d655c9","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/C9/tcga.base_sums.BRCA_089285f7-560e-4952-8c71-8f0f01d655c9.ALL.bw"
472148,"08962894-8a7d-4bf0-a562-5cdfba7e72fb","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/FB/tcga.base_sums.BRCA_08962894-8a7d-4bf0-a562-5cdfba7e72fb.ALL.bw"
118031,"08eca7af-fea6-4691-99d9-ec626d5bb4fa","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/FA/tcga.base_sums.BRCA_08eca7af-fea6-4691-99d9-ec626d5bb4fa.ALL.bw"
235787,"08ef1297-be9e-4f71-b565-0552389144f0","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/F0/tcga.base_sums.BRCA_08ef1297-be9e-4f71-b565-0552389144f0.ALL.bw"
927145,"0915dde6-5839-4705-8d9b-b01a6450feb6","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/B6/tcga.base_sums.BRCA_0915dde6-5839-4705-8d9b-b01a6450feb6.ALL.bw"
434900,"094703fe-a2ec-49de-aefb-dd1dd3d80f46","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/46/tcga.base_sums.BRCA_094703fe-a2ec-49de-aefb-dd1dd3d80f46.ALL.bw"
236122,"096c96df-4740-40c0-864c-3873ccc57afe","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/FE/tcga.base_sums.BRCA_096c96df-4740-40c0-864c-3873ccc57afe.ALL.bw"
471769,"09aa29e2-8d91-48de-832a-859e76bd82f6","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/F6/tcga.base_sums.BRCA_09aa29e2-8d91-48de-832a-859e76bd82f6.ALL.bw"
924001,"09cef733-7623-44a0-816e-5668d0d8edae","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/AE/tcga.base_sums.BRCA_09cef733-7623-44a0-816e-5668d0d8edae.ALL.bw"
235864,"09d2439a-2fbc-454f-b493-48b19cd506f5","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/F5/tcga.base_sums.BRCA_09d2439a-2fbc-454f-b493-48b19cd506f5.ALL.bw"
434783,"09db54ab-1dcc-49b1-bf2f-00f824f51942","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/42/tcga.base_sums.BRCA_09db54ab-1dcc-49b1-bf2f-00f824f51942.ALL.bw"
231704,"0a0d3a64-66c9-43e2-a9a2-2c20f5337fb1","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/B1/tcga.base_sums.BRCA_0a0d3a64-66c9-43e2-a9a2-2c20f5337fb1.ALL.bw"
106645,"0a2fa7c7-0810-4d65-b16c-4a1792714802","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/02/tcga.base_sums.BRCA_0a2fa7c7-0810-4d65-b16c-4a1792714802.ALL.bw"
217483,"0a3920c0-d113-4ccb-b696-ecadfa681148","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/48/tcga.base_sums.BRCA_0a3920c0-d113-4ccb-b696-ecadfa681148.ALL.bw"
470070,"0a4b2a06-3603-42f6-9e6d-e5595e86d1ea","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/EA/tcga.base_sums.BRCA_0a4b2a06-3603-42f6-9e6d-e5595e86d1ea.ALL.bw"
215663,"0a60e43d-2bdb-4dc1-b9f3-336c89c2272f","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/2F/tcga.base_sums.BRCA_0a60e43d-2bdb-4dc1-b9f3-336c89c2272f.ALL.bw"
857384,"0a71c7b0-ef68-466e-b294-b2f52ed79c14","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/14/tcga.base_sums.BRCA_0a71c7b0-ef68-466e-b294-b2f52ed79c14.ALL.bw"
429279,"0a770cd6-c9b1-4cc4-9e31-1f8a820c5c1f","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/1F/tcga.base_sums.BRCA_0a770cd6-c9b1-4cc4-9e31-1f8a820c5c1f.ALL.bw"
878768,"0a7b187d-80f4-4cc7-ad85-f365d455df6b","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/6B/tcga.base_sums.BRCA_0a7b187d-80f4-4cc7-ad85-f365d455df6b.ALL.bw"
870755,"0a858ad7-1c4a-41a0-9747-97c108cb074e","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/4E/tcga.base_sums.BRCA_0a858ad7-1c4a-41a0-9747-97c108cb074e.ALL.bw"
944358,"0ab7f76d-f87d-449b-ba39-73dee4f032fc","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/FC/tcga.base_sums.BRCA_0ab7f76d-f87d-449b-ba39-73dee4f032fc.ALL.bw"
231023,"0aba5a33-4257-4bad-9f28-db606d81e2af","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/AF/tcga.base_sums.BRCA_0aba5a33-4257-4bad-9f28-db606d81e2af.ALL.bw"
107678,"0ac5f4b6-c269-4dac-9f84-8ddcb5227823","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/23/tcga.base_sums.BRCA_0ac5f4b6-c269-4dac-9f84-8ddcb5227823.ALL.bw"
217384,"0b10c68d-9ac5-4c64-9233-2eb9c4a8a942","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/42/tcga.base_sums.BRCA_0b10c68d-9ac5-4c64-9233-2eb9c4a8a942.ALL.bw"
106628,"0b1cf6de-f98f-4020-baa7-c4fc518e5f00","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/00/tcga.base_sums.BRCA_0b1cf6de-f98f-4020-baa7-c4fc518e5f00.ALL.bw"
932007,"0b9ee479-22f0-4f0e-8db6-ae5a9927dbcb","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/CB/tcga.base_sums.BRCA_0b9ee479-22f0-4f0e-8db6-ae5a9927dbcb.ALL.bw"
222750,"0bd2d9be-9c78-4d37-9684-c912bb10379a","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/9A/tcga.base_sums.BRCA_0bd2d9be-9c78-4d37-9684-c912bb10379a.ALL.bw"
470136,"0bfb942b-b137-463c-82f2-fb5737f0e4ec","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/EC/tcga.base_sums.BRCA_0bfb942b-b137-463c-82f2-fb5737f0e4ec.ALL.bw"
461628,"0c134ddc-fab0-4976-bb6a-8a48cb7ac4a9","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/A9/tcga.base_sums.BRCA_0c134ddc-fab0-4976-bb6a-8a48cb7ac4a9.ALL.bw"
436959,"0c24c03a-fe76-4fa4-8e63-b3a6f908b256","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/56/tcga.base_sums.BRCA_0c24c03a-fe76-4fa4-8e63-b3a6f908b256.ALL.bw"
27186,"0c5866d5-41e9-4a62-a84e-5ad63879e249","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/49/tcga.base_sums.BRCA_0c5866d5-41e9-4a62-a84e-5ad63879e249.ALL.bw"
935210,"0c5e4c8f-6156-4d6c-9125-e944e4568ed4","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/D4/tcga.base_sums.BRCA_0c5e4c8f-6156-4d6c-9125-e944e4568ed4.ALL.bw"
232798,"0ca6b5a8-0b1b-4615-adb7-dcedbb3db9c5","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/C5/tcga.base_sums.BRCA_0ca6b5a8-0b1b-4615-adb7-dcedbb3db9c5.ALL.bw"
232745,"0cafa6b8-fc3d-49ea-acc5-1e75eec10cc2","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/C2/tcga.base_sums.BRCA_0cafa6b8-fc3d-49ea-acc5-1e75eec10cc2.ALL.bw"
927981,"0ccc440d-022a-4f6f-a96e-77e0e6c8abbc","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/BC/tcga.base_sums.BRCA_0ccc440d-022a-4f6f-a96e-77e0e6c8abbc.ALL.bw"
878112,"0cde4402-e1ac-4b6b-a000-f579f4c2d168","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/68/tcga.base_sums.BRCA_0cde4402-e1ac-4b6b-a000-f579f4c2d168.ALL.bw"
54150,"0d7a2162-7647-4023-a53c-ae4e6ee3e73a","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/3A/tcga.base_sums.BRCA_0d7a2162-7647-4023-a53c-ae4e6ee3e73a.ALL.bw"
58263,"0d9269dd-b733-4f3f-93d4-58d6d51cface","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/CE/tcga.base_sums.BRCA_0d9269dd-b733-4f3f-93d4-58d6d51cface.ALL.bw"
874785,"0d957b8d-6ba2-45c9-ad9c-5756e79f685d","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/5D/tcga.base_sums.BRCA_0d957b8d-6ba2-45c9-ad9c-5756e79f685d.ALL.bw"
873824,"0e23c7f9-d54f-4a6b-b1da-f28e09c9ab55","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/55/tcga.base_sums.BRCA_0e23c7f9-d54f-4a6b-b1da-f28e09c9ab55.ALL.bw"
889897,"0e6ae036-64ed-4489-ae40-55f77089a890","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/90/tcga.base_sums.BRCA_0e6ae036-64ed-4489-ae40-55f77089a890.ALL.bw"
438864,"0eddef62-9e5a-4ed7-a319-9462514bd162","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/62/tcga.base_sums.BRCA_0eddef62-9e5a-4ed7-a319-9462514bd162.ALL.bw"
471870,"0eecc108-eaa0-4723-8342-ddc7f91710f9","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/F9/tcga.base_sums.BRCA_0eecc108-eaa0-4723-8342-ddc7f91710f9.ALL.bw"
116020,"0f36cdef-61e7-4627-aaf6-59a7cb2d16bf","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/BF/tcga.base_sums.BRCA_0f36cdef-61e7-4627-aaf6-59a7cb2d16bf.ALL.bw"
467762,"0f4e859a-50be-454e-9631-7aa4e18827d9","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/D9/tcga.base_sums.BRCA_0f4e859a-50be-454e-9631-7aa4e18827d9.ALL.bw"
232841,"0f8369f0-a35f-4327-8f7e-cc089c899fc8","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/C8/tcga.base_sums.BRCA_0f8369f0-a35f-4327-8f7e-cc089c899fc8.ALL.bw"
426718,"0fa547f8-cedf-46ac-9d8f-5498dfb6ea06","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/06/tcga.base_sums.BRCA_0fa547f8-cedf-46ac-9d8f-5498dfb6ea06.ALL.bw"
865699,"0fd2c629-99dd-4a0e-82cc-b3115072d436","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/36/tcga.base_sums.BRCA_0fd2c629-99dd-4a0e-82cc-b3115072d436.ALL.bw"
58522,"0fea9d2b-08ce-47c6-b097-a7191eaaffdf","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/DF/tcga.base_sums.BRCA_0fea9d2b-08ce-47c6-b097-a7191eaaffdf.ALL.bw"
943719,"105e437a-2d46-4604-bcaa-a90523e951f9","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/F9/tcga.base_sums.BRCA_105e437a-2d46-4604-bcaa-a90523e951f9.ALL.bw"
463418,"10848c09-8257-426b-aab6-eedcab1274b1","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/B1/tcga.base_sums.BRCA_10848c09-8257-426b-aab6-eedcab1274b1.ALL.bw"
217496,"108e4f62-aa05-4297-9bc2-2fb82d687349","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/49/tcga.base_sums.BRCA_108e4f62-aa05-4297-9bc2-2fb82d687349.ALL.bw"
438909,"10986c8d-d75f-4a89-8d0f-9842ba9d1263","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/63/tcga.base_sums.BRCA_10986c8d-d75f-4a89-8d0f-9842ba9d1263.ALL.bw"
234062,"10d5bc48-f79a-4487-b5d0-2d6c98a9f4dd","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/DD/tcga.base_sums.BRCA_10d5bc48-f79a-4487-b5d0-2d6c98a9f4dd.ALL.bw"
222492,"10f2c028-06c5-4560-9a52-dd76a227b891","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/91/tcga.base_sums.BRCA_10f2c028-06c5-4560-9a52-dd76a227b891.ALL.bw"
437431,"10fcdd7e-8103-423d-9b4d-85223d9db75e","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/5E/tcga.base_sums.BRCA_10fcdd7e-8103-423d-9b4d-85223d9db75e.ALL.bw"
883043,"1109f6d7-0ed1-4be3-aa63-71e7da82d57e","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/7E/tcga.base_sums.BRCA_1109f6d7-0ed1-4be3-aa63-71e7da82d57e.ALL.bw"
431249,"117a3e8a-4568-44a6-baee-9a5ab002042d","BRCA","http://duffel.rail.bio/recount3/human/data_sources/tcga/base_sums/CA/BRCA/2D/tcga.base_sums.BRCA_117a3e8a-4568-44a6-baee-9a5ab002042d.ALL.bw"
